id	title	termName	termYear	subjectDescription	subjectAcademicOrgDescription	subject	classAcademicOrgDescription	component	externalCourseId	courseDescriptionLong	year
346731	Spanish Oral Survival Course	Fall	1995	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	115718	"<p>To develop individual oral fluency in Spanish	 while introducing students to attitudes	 values	 and cultural patterns of contemporary life in Spain and Latin America. Students are provided with continual opportunities to act out typical situations they would encounter in a Spanish-speaking environment. Although oral proficiency is not a prerequisite	 course is best suited to students who already have a good grounding in the grammar of the language. Conducted in Spanish. May not be taken Pass/Fail. A placement score of 590-649 on a CEEB test taken in or after May 1995 or the Harvard Placement test taken in or after September 1995; 560-619 on all prior tests	 or permission of the instructor.</p>"	1995.5
314935	Spanish Oral Survival Course	Fall	2001	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	115718	"<p>To develop individual oral fluency in Spanish	 while introducing students to attitudes	 values	 and cultural patterns of contemporary life in Spain and Latin America. Students are provided with continual opportunities to act out typical situations they would encounter in a Spanish-speaking environment. Although oral proficiency is not a prerequisite	 course is best suited to students who already have a good grounding in the grammar of the language. Conducted in Spanish. May not be taken Pass/Fail. Students should section online for the course on the Spanish 27 website. A placement score of 600-659 on the SAT II test or the Harvard Placement test	 or permission of the instructor.</p>"	2001.5
271751	Spanish Oral Survival	Spring	2003	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	115718	"<p>To develop individual oral fluency in Spanish	 while introducing students to attitudes	 values	 and cultural patterns of contemporary life in Spain and Latin America. Students are provided with continual opportunities to act out typical situations they would encounter in a Spanish-speaking environment. Although oral proficiency is not a prerequisite	 course is best suited to students who already have a good grounding in the grammar of the language. Conducted in Spanish. May not be taken Pass/Fail. Students should section online for the course on the Spanish 27 website. A placement score of 600-659 on the SAT II test or the Harvard Placement test	 or permission of the instructor.</p>"	2003
354158	Spanish Oral Survival Course	Spring	1999	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	115718	"<p>To develop individual oral fluency in Spanish	 while introducing students to attitudes	 values	 and cultural patterns of contemporary life in Spain and Latin America. Students are provided with continual opportunities to act out typical situations they would encounter in a Spanish-speaking environment. Although oral proficiency is not a prerequisite	 course is best suited to students who already have a good grounding in the grammar of the language. Conducted in Spanish. May not be taken Pass/Fail. A placement score of 600-659 on a CEEB test taken in or after May 1995 or the Harvard Placement test taken in or after September 1995; 560-619 on all prior tests	 or permission of the instructor.</p>"	1999
358775	Oral Expression I: El espanol hablado	Spring	2005	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	115718	"<p>Develops oral fluency in Spanish	 while introducing students to attitudes	 values	 and cultural patterns of contemporary life in Spain and Latin America. Students have continual opportunities to act out situations encountered in a Spanish-speaking environment. Although oral proficiency is not a prerequisite	 course is best suited to students with a solid foundation in Spanish. Conducted in Spanish. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. May not be taken for credit by students who have passed Spanish 25. Section on-line on the Spanish 27 website. Spanish Cb	 600-659 on the SAT II test or the Harvard Placement test	 or permission of course head.</p>"	2005
366115	Spanish Oral Survival Course	Spring	2000	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	115718	"<p>To develop individual oral fluency in Spanish	 while introducing students to attitudes	 values	 and cultural patterns of contemporary life in Spain and Latin America. Students are provided with continual opportunities to act out typical situations they would encounter in a Spanish-speaking environment. Although oral proficiency is not a prerequisite	 course is best suited to students who already have a good grounding in the grammar of the language. Conducted in Spanish. May not be taken Pass/Fail. A placement score of 600-659 on the SAT II test or the Harvard Placement test	 or permission of the instructor.</p>"	2000
207367	Oral Expression I: El espanol hablado	Spring	2008	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	115718	"<p>Develops oral fluency in Spanish	 while introducing students to attitudes	 values	 and cultural patterns of contemporary life in Spain and Latin America. Students have continual opportunities to act out situations encountered in a Spanish-speaking environment. Review of grammar. Conducted in Spanish. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line on the Spanish 27 website. Spanish Cb	 600-659 on the SAT II test or the Harvard Placement test	 or permission of course head.</p>"	2008
138175	Upper-level Spanish: Four Countries and their Cultures	Spring	2020	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2020
138467	Advanced Spanish Language I: Four Countries and their Cultures	Spring	2013	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture Taught in Sections	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics. Conducted in Spanish. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Not open to auditors. Section on-line on the Spanish 30 website. Upon the recommendation of the course head	 students who have performed at a superior level in this course may enroll in any course for which they are linguistically prepared. A score between 601-680 on the SAT II test or on the Harvard Placement Test	 Spanish C	 or permission of course head.</p>"	2013
170810	"Advanced Language Review through Literature and Culture	 I"	Fall	2009	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>Continues to reinforce the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving accuracy	 refining pronunciation and developing vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics. Conducted in Spanish. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Students may take no more than two courses numbered in the 30s. Section on-line on the Spanish 30 website. Upon the recommendation of the course head	 students who have performed at a superior level in this course may enroll in any course for which they are linguistically prepared. 680 on the SAT II test or on the Harvard Placement Test	 Spanish C	 or permission of course head.</p>"	2009.5
172739	"Advanced Language Review through Literature and Culture	 I"	Spring	2010	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>Continues to reinforce the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving accuracy	 refining pronunciation and developing vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics. Conducted in Spanish. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Students may take no more than two courses numbered in the 30s. Section on-line on the Spanish 30 website. Upon the recommendation of the course head	 students who have performed at a superior level in this course may enroll in any course for which they are linguistically prepared. 680 on the SAT II test or on the Harvard Placement Test	 Spanish C	 or permission of course head.</p>"	2010
121834	"Advanced Language Review through Literature and Culture	 I"	Fall	2011	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>Continues to reinforce the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving accuracy	 refining pronunciation and developing vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics. Conducted in Spanish. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line on the Spanish 30 website. Upon the recommendation of the course head	 students who have performed at a superior level in this course may enroll in any course for which they are linguistically prepared. A score between 601-680 on the SAT II test or on the Harvard Placement Test	 Spanish C	 or permission of course head.</p>"	2011.5
98579	Upper-level Spanish: Four Countries and their Cultures	Spring	2020	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2020
390657	Upper-level Spanish: Four Countries and their Cultures	Spring	2020	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2020
380070	Advanced Spanish Language I: Four Countries and their Cultures	Spring	2014	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture Taught in Sections	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics. Conducted in Spanish. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Not open to auditors. Section on-line on the Spanish 30 website. Upon the recommendation of the course head	 students who have performed at a superior level in this course may enroll in any course for which they are linguistically prepared. A score between 601-680 on the SAT II test or on the Harvard Placement Test	 Spanish C	 or permission of course head.</p>"	2014
41272	Upper-level Spanish: Four Countries and their Cultures	Spring	2020	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2020
45409	Advanced Spanish Language I: Four Countries and their Cultures	Spring	2015	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture Taught in Sections	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics. Conducted in Spanish. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Not open to auditors. Section on-line on the Spanish 30 website. Upon the recommendation of the course head	 students who have performed at a superior level in this course may enroll in any course for which they are linguistically prepared. A score between 601-680 on the SAT II test or on the Harvard Placement Test	 Spanish C	 or permission of course head.</p>"	2015
63563	Upper-level Spanish: Four Countries and their Cultures	Fall	2019	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2019.5
11992	Advanced Spanish Language I: Four Countries and their Cultures	Fall	2015	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2015.5
11995	Advanced Spanish Language I: Four Countries and their Cultures	Fall	2015	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2015.5
11996	Advanced Spanish Language I: Four Countries and their Cultures	Fall	2015	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2015.5
11997	Advanced Spanish Language I: Four Countries and their Cultures	Fall	2015	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2015.5
11998	Advanced Spanish Language I: Four Countries and their Cultures	Spring	2016	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2016
11999	Advanced Spanish Language I: Four Countries and their Cultures	Spring	2016	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2016
12000	Advanced Spanish Language I: Four Countries and their Cultures	Spring	2016	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2016
12001	Advanced Spanish Language I: Four Countries and their Cultures	Spring	2016	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2016
12002	Advanced Spanish Language I: Four Countries and their Cultures	Spring	2016	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2016
12003	Advanced Spanish Language I: Four Countries and their Cultures	Spring	2016	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2016
12004	Advanced Spanish Language I: Four Countries and their Cultures	Spring	2016	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2016
12005	Advanced Spanish Language I: Four Countries and their Cultures	Spring	2016	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2016
12006	Advanced Spanish Language I: Four Countries and their Cultures	Fall	2016	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2016.5
12007	Advanced Spanish Language I: Four Countries and their Cultures	Fall	2016	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2016.5
12008	Advanced Spanish Language I: Four Countries and their Cultures	Fall	2016	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2016.5
12009	Advanced Spanish Language I: Four Countries and their Cultures	Fall	2016	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2016.5
12010	Advanced Spanish Language I: Four Countries and their Cultures	Fall	2016	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2016.5
12011	Advanced Spanish Language I: Four Countries and their Cultures	Fall	2016	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2016.5
12012	Upper-level Spanish: Four Countries and their Cultures	Spring	2017	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2017
12013	Upper-level Spanish: Four Countries and their Cultures	Spring	2017	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2017
12014	Upper-level Spanish: Four Countries and their Cultures	Spring	2017	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2017
12015	Upper-level Spanish: Four Countries and their Cultures	Spring	2017	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2017
12017	Upper-level Spanish: Four Countries and their Cultures	Spring	2017	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2017
12018	Upper-level Spanish: Four Countries and their Cultures	Spring	2017	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2017
12019	Upper-level Spanish: Four Countries and their Cultures	Spring	2017	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2017
12020	Upper-level Spanish: Four Countries and their Cultures	Fall	2017	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2017.5
12021	Upper-level Spanish: Four Countries and their Cultures	Fall	2017	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2017.5
12022	Upper-level Spanish: Four Countries and their Cultures	Fall	2017	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2017.5
12023	Upper-level Spanish: Four Countries and their Cultures	Fall	2017	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2017.5
12025	Upper-level Spanish: Four Countries and their Cultures	Fall	2017	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2017.5
12026	Upper-level Spanish: Four Countries and their Cultures	Spring	2018	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2018
12027	Upper-level Spanish: Four Countries and their Cultures	Spring	2018	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2018
12028	Upper-level Spanish: Four Countries and their Cultures	Spring	2018	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2018
12029	Upper-level Spanish: Four Countries and their Cultures	Spring	2018	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2018
12030	Upper-level Spanish: Four Countries and their Cultures	Spring	2018	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2018
12031	Upper-level Spanish: Four Countries and their Cultures	Spring	2018	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2018
12033	Upper-level Spanish: Four Countries and their Cultures	Fall	2018	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2018.5
12034	Upper-level Spanish: Four Countries and their Cultures	Fall	2018	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2018.5
12035	Upper-level Spanish: Four Countries and their Cultures	Fall	2018	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2018.5
12036	Upper-level Spanish: Four Countries and their Cultures	Fall	2018	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2018.5
12037	Upper-level Spanish: Four Countries and their Cultures	Fall	2018	Spanish	Romance Languages and Literatures	SPANSH	Romance Languages and Literatures	Lecture	114200	"<p>An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency	 refining pronunciation and acquiring vocabulary. In addition to in-class discussions	 course work involves grammar review and practice in writing. Consult course website for current semester topics.</p>"	2018.5
